Ride_Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Ride_Revenue,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,Ride Month,Ride Day,Cancellation Flag,Ride_Date_Clean
7/7/2024,4:41:00 PM,CNR1911058132,Success,CID309575,Mini,Mysore Road,Hosur Road,301,125,NULL,NULL,No,NULL,101,Cash,1,3.6,4,#NAME?,Jul,Sun,0,7/7/2024
7/20/2024,3:47:00 AM,CNR8926984331,Success,CID860681,Auto,Kengeri,Shantinagar,175,120,NULL,NULL,No,NULL,192,Cash,15,4.6,4,#NAME?,Jul,Sat,0,7/20/2024
7/18/2024,12:57:00 PM,CNR2191224963,Canceled by Driver,CID702491,Mini,Koramangala,Varthur,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,393,NULL,0,0,0,#NAME?,Jul,Thu,1,7/18/2024
7/4/2024,9:10:00 PM,CNR6024993831,Canceled by Customer,CID689882,eBike,Cox Town,Kadugodi,NULL,NULL,AC is Not working,NULL,NULL,NULL,414,NULL,0,0,0,#NAME?,Jul,Thu,1,7/4/2024
7/3/2024,4:20:00 AM,CNR3704418934,Canceled by Customer,CID679996,Bike,Yeshwanthpur,Malleshwaram,NULL,NULL,Change of plans,NULL,NULL,NULL,1816,NULL,0,0,0,#NAME?,Jul,Wed,1,7/3/2024
7/5/2024,6:38:00 AM,CNR6259704301,Success,CID228411,Prime Sedan,Jayanagar,HSR Layout,161,75,NULL,NULL,No,NULL,366,Cash,28,3.8,3,#NAME?,Jul,Fri,0,7/5/2024
7/11/2024,12:22:00 AM,CNR4588889454,Driver Not Found,CID955141,Prime SUV,Rajarajeshwari Nagar,Cox Town,NULL,NULL,NULL,NULL,NULL,NULL,417,NULL,0,0,0,#NAME?,Jul,Thu,1,7/11/2024
7/6/2024,8:41:00 AM,CNR9102117353,Success,CID226904,Prime Plus,Cox Town,Magadi Road,231,135,NULL,NULL,No,NULL,2884,UPI,48,3.8,5,#NAME?,Jul,Sat,0,7/6/2024
7/25/2024,7:33:00 AM,CNR9855871509,Canceled by Driver,CID750118,Prime Sedan,RT Nagar,Mysore Road,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,371,NULL,0,0,0,#NAME?,Jul,Thu,1,7/25/2024
7/30/2024,7:29:00 PM,CNR6491202733,Success,CID188757,Mini,Magadi Road,Cox Town,56,45,NULL,NULL,No,NULL,175,UPI,2,3.4,3,#NAME?,Jul,Tue,0,7/30/2024
7/11/2024,12:39:00 PM,CNR1767970743,Success,CID989298,Bike,Peenya,Rajarajeshwari Nagar,70,85,NULL,NULL,No,NULL,494,UPI,28,3.1,4,#NAME?,Jul,Thu,0,7/11/2024
7/30/2024,12:04:00 PM,CNR6136026561,Success,CID233895,eBike,HSR Layout,Bellandur,49,100,NULL,NULL,No,NULL,441,UPI,27,3.1,3,#NAME?,Jul,Tue,0,7/30/2024
7/23/2024,3:34:00 PM,CNR7642653871,Success,CID877855,Prime Sedan,Banashankari,Sarjapur Road,252,80,NULL,NULL,No,NULL,471,Cash,23,4.4,5,#NAME?,Jul,Tue,0,7/23/2024
7/5/2024,9:57:00 PM,CNR8369636566,Success,CID718559,Prime Plus,Indiranagar,Yelahanka,210,85,NULL,NULL,No,NULL,389,Cash,14,3.2,5,#NAME?,Jul,Fri,0,7/5/2024
7/16/2024,9:26:00 AM,CNR8073437118,Canceled by Driver,CID580478,eBike,Hennur,Langford Town,NULL,NULL,NULL,Customer related issue,NULL,NULL,202,NULL,0,0,0,#NAME?,Jul,Tue,1,7/16/2024
7/8/2024,10:13:00 PM,CNR5116585243,Canceled by Driver,CID847377,Auto,Tumkur Road,Ulsoor,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,253,NULL,0,0,0,#NAME?,Jul,Mon,1,7/8/2024
7/9/2024,6:33:00 PM,CNR9699923253,Success,CID398168,Prime SUV,Indiranagar,Basavanagudi,217,105,NULL,NULL,No,NULL,882,Cash,43,3.2,4,#NAME?,Jul,Tue,0,7/9/2024
7/16/2024,8:35:00 AM,CNR1201589640,Canceled by Customer,CID539191,Prime Sedan,Banashankari,Cox Town,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,176,NULL,0,0,0,#NAME?,Jul,Tue,1,7/16/2024
7/8/2024,7:31:00 PM,CNR1689403754,Success,CID515450,Mini,Devanahalli,Hosur Road,259,120,NULL,NULL,No,NULL,417,UPI,24,4.2,4,#NAME?,Jul,Mon,0,7/8/2024
7/6/2024,11:56:00 PM,CNR1501229480,Success,CID323779,Mini,Banashankari,Richmond Town,273,55,NULL,NULL,No,NULL,130,Credit Card,41,3.5,4,#NAME?,Jul,Sat,0,7/6/2024
7/14/2024,6:47:00 AM,CNR8602417067,Success,CID771701,Prime SUV,Cox Town,Basavanagudi,168,40,NULL,NULL,No,NULL,235,UPI,17,3.7,4,#NAME?,Jul,Sun,0,7/14/2024
7/1/2024,9:16:00 AM,CNR5180944150,Success,CID200875,Prime Sedan,Magadi Road,Bannerghatta Road,231,60,NULL,NULL,No,NULL,325,Credit Card,21,4.7,5,#NAME?,Jul,Mon,0,7/1/2024
7/5/2024,7:57:00 AM,CNR5569548787,Success,CID141634,Prime Plus,Banashankari,Shivajinagar,252,40,NULL,NULL,No,NULL,290,UPI,22,4.8,4,#NAME?,Jul,Fri,0,7/5/2024
7/4/2024,11:51:00 PM,CNR2826030097,Success,CID786912,Bike,Koramangala,Mysore Road,63,25,NULL,NULL,No,NULL,131,Cash,20,4.4,3,#NAME?,Jul,Thu,0,7/4/2024
7/23/2024,6:37:00 PM,CNR4887495881,Canceled by Customer,CID916150,Prime SUV,Chamarajpet,Ramamurthy Nagar,NULL,NULL,AC is Not working,NULL,NULL,NULL,148,NULL,0,0,0,#NAME?,Jul,Tue,1,7/23/2024
7/25/2024,2:41:00 AM,CNR4946474476,Canceled by Customer,CID605609,Bike,Chamarajpet,BTM Layout,NULL,NULL,AC is Not working,NULL,NULL,NULL,463,NULL,0,0,0,#NAME?,Jul,Thu,1,7/25/2024
7/24/2024,5:57:00 AM,CNR5414099759,Success,CID387411,Prime Sedan,Rajajinagar,Ramamurthy Nagar,161,140,NULL,NULL,No,NULL,339,UPI,17,3.1,3,#NAME?,Jul,Wed,0,7/24/2024
7/8/2024,8:17:00 PM,CNR2568139914,Driver Not Found,CID878056,Prime SUV,Whitefield,RT Nagar,NULL,NULL,NULL,NULL,NULL,NULL,314,NULL,0,0,0,#NAME?,Jul,Mon,1,7/8/2024
7/22/2024,3:32:00 AM,CNR8892975500,Success,CID485817,Bike,Rajarajeshwari Nagar,Sahakar Nagar,91,145,NULL,NULL,No,NULL,512,Cash,48,3.1,4,#NAME?,Jul,Mon,0,7/22/2024
7/19/2024,2:31:00 PM,CNR7552726236,Driver Not Found,CID398384,Prime Plus,Magadi Road,Chickpet,NULL,NULL,NULL,NULL,NULL,NULL,443,NULL,0,0,0,#NAME?,Jul,Fri,1,7/19/2024
7/3/2024,9:45:00 PM,CNR1200026621,Success,CID233911,Prime SUV,Chickpet,Tumkur Road,266,85,NULL,NULL,No,NULL,1467,UPI,32,4.7,4,#NAME?,Jul,Wed,0,7/3/2024
7/4/2024,2:26:00 AM,CNR4187447284,Driver Not Found,CID657255,Prime SUV,Ramamurthy Nagar,RT Nagar,NULL,NULL,NULL,NULL,NULL,NULL,353,NULL,0,0,0,#NAME?,Jul,Thu,1,7/4/2024
7/1/2024,7:28:00 AM,CNR3659491874,Success,CID573670,Auto,KR Puram,Bannerghatta Road,154,110,NULL,NULL,No,NULL,444,UPI,1,3.8,4,#NAME?,Jul,Mon,0,7/1/2024
7/17/2024,7:05:00 AM,CNR3623533429,Success,CID447644,Prime Plus,Basavanagudi,Yeshwanthpur,210,55,NULL,NULL,No,NULL,476,UPI,23,3.1,5,#NAME?,Jul,Wed,0,7/17/2024
7/13/2024,8:08:00 PM,CNR3824632577,Canceled by Driver,CID713810,Bike,Sahakar Nagar,Koramangala,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,142,NULL,0,0,0,#NAME?,Jul,Sat,1,7/13/2024
7/24/2024,6:37:00 AM,CNR2817233926,Success,CID620466,eBike,Kengeri,Koramangala,154,145,NULL,NULL,No,NULL,471,UPI,26,4.9,4,#NAME?,Jul,Wed,0,7/24/2024
7/13/2024,11:05:00 AM,CNR2091398962,Success,CID935203,eBike,Bannerghatta Road,Indiranagar,252,40,NULL,NULL,No,NULL,382,Cash,21,3.6,4,#NAME?,Jul,Sat,0,7/13/2024
7/1/2024,12:31:00 AM,CNR5220085842,Canceled by Driver,CID775449,Prime Sedan,Rajajinagar,Bellandur,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,401,NULL,0,0,0,#NAME?,Jul,Mon,1,7/1/2024
7/28/2024,10:43:00 AM,CNR9795770576,Success,CID518512,Auto,Yelahanka,Basavanagudi,161,30,NULL,NULL,No,NULL,148,Cash,18,3.1,4,#NAME?,Jul,Sun,0,7/28/2024
7/15/2024,7:16:00 PM,CNR4627809411,Success,CID463284,Auto,Shivajinagar,Electronic City,119,100,NULL,NULL,No,NULL,204,UPI,11,4.8,3,#NAME?,Jul,Mon,0,7/15/2024
7/17/2024,11:21:00 AM,CNR4003939102,Success,CID193230,Mini,Varthur,Tumkur Road,168,110,NULL,NULL,No,NULL,666,Cash,9,4.5,3,#NAME?,Jul,Wed,0,7/17/2024
7/30/2024,5:53:00 AM,CNR1308261538,Success,CID605780,eBike,Richmond Town,Rajarajeshwari Nagar,126,60,NULL,NULL,No,NULL,425,UPI,5,4.8,4,#NAME?,Jul,Tue,0,7/30/2024
7/17/2024,8:58:00 AM,CNR1556710084,Success,CID201508,Prime Sedan,RT Nagar,JP Nagar,154,105,NULL,NULL,No,NULL,172,Cash,41,3.1,4,#NAME?,Jul,Wed,0,7/17/2024
7/27/2024,9:22:00 AM,CNR4639016703,Success,CID649293,Prime Plus,Langford Town,Nagarbhavi,98,50,NULL,NULL,No,NULL,398,Cash,35,4.9,4,#NAME?,Jul,Sat,0,7/27/2024
7/7/2024,9:53:00 PM,CNR3136156514,Canceled by Customer,CID270149,Prime Plus,Indiranagar,Sarjapur Road,NULL,NULL,Wrong Address,NULL,NULL,NULL,741,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/24/2024,9:47:00 AM,CNR6635680436,Driver Not Found,CID740522,Prime Plus,Devanahalli,Jayanagar,NULL,NULL,NULL,NULL,NULL,NULL,446,NULL,0,0,0,#NAME?,Jul,Wed,1,7/24/2024
7/16/2024,1:47:00 AM,CNR6522259243,Canceled by Driver,CID499536,Prime Sedan,Tumkur Road,Chamarajpet,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,315,NULL,0,0,0,#NAME?,Jul,Tue,1,7/16/2024
7/20/2024,2:52:00 AM,CNR9257492650,Success,CID288060,Bike,MG Road,Shantinagar,112,125,NULL,NULL,No,NULL,470,Cash,38,3.6,4,#NAME?,Jul,Sat,0,7/20/2024
7/20/2024,4:03:00 AM,CNR9054081319,Success,CID723227,Auto,JP Nagar,Bannerghatta Road,161,40,NULL,NULL,No,NULL,106,UPI,7,3.4,5,#NAME?,Jul,Sat,0,7/20/2024
7/4/2024,3:47:00 AM,CNR3186546295,Success,CID529533,Prime Plus,Koramangala,Bannerghatta Road,119,135,NULL,NULL,No,NULL,1468,Cash,31,4.7,4,#NAME?,Jul,Thu,0,7/4/2024
7/11/2024,3:19:00 PM,CNR5237090288,Canceled by Driver,CID422022,Prime SUV,Kadugodi,Jayanagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,408,NULL,0,0,0,#NAME?,Jul,Thu,1,7/11/2024
7/4/2024,1:18:00 AM,CNR9526078867,Success,CID900085,eBike,HSR Layout,Hulimavu,294,95,NULL,NULL,Yes,Customer Demand,1805,UPI,4,3.7,4,#NAME?,Jul,Thu,0,7/4/2024
7/3/2024,1:51:00 PM,CNR2055496400,Canceled by Customer,CID734557,Auto,Mysore Road,Sahakar Nagar,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,2925,NULL,0,0,0,#NAME?,Jul,Wed,1,7/3/2024
7/22/2024,12:45:00 AM,CNR1352748737,Driver Not Found,CID392228,Prime Sedan,Hebbal,Frazer Town,NULL,NULL,NULL,NULL,NULL,NULL,1048,NULL,0,0,0,#NAME?,Jul,Mon,1,7/22/2024
7/29/2024,6:24:00 PM,CNR8505998754,Success,CID393226,Mini,Marathahalli,Shivajinagar,112,130,NULL,NULL,No,NULL,360,UPI,1,4.4,5,#NAME?,Jul,Mon,0,7/29/2024
7/8/2024,2:26:00 PM,CNR3848737052,Canceled by Customer,CID999015,Mini,Varthur,Kengeri,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,341,NULL,0,0,0,#NAME?,Jul,Mon,1,7/8/2024
7/27/2024,8:42:00 AM,CNR3022399674,Success,CID791723,eBike,Sarjapur Road,Peenya,287,55,NULL,NULL,No,NULL,310,Cash,2,3.1,5,#NAME?,Jul,Sat,0,7/27/2024
7/15/2024,10:10:00 PM,CNR4201304521,Success,CID207572,eBike,Kammanahalli,Frazer Town,63,105,NULL,NULL,No,NULL,1289,Cash,3,4.4,3,#NAME?,Jul,Mon,0,7/15/2024
7/8/2024,6:55:00 PM,CNR9511092010,Success,CID643112,Mini,Majestic,KR Puram,287,80,NULL,NULL,No,NULL,1540,UPI,12,3.4,5,#NAME?,Jul,Mon,0,7/8/2024
7/24/2024,4:00:00 PM,CNR8110334234,Success,CID107282,Prime Plus,MG Road,Hennur,294,50,NULL,NULL,No,NULL,745,Cash,3,3.8,5,#NAME?,Jul,Wed,0,7/24/2024
7/19/2024,8:32:00 AM,CNR1820951934,Canceled by Customer,CID228355,Prime SUV,Kammanahalli,Hosur Road,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,459,NULL,0,0,0,#NAME?,Jul,Fri,1,7/19/2024
7/11/2024,2:28:00 AM,CNR3295449162,Success,CID182011,Prime SUV,Indiranagar,JP Nagar,126,45,NULL,NULL,No,NULL,313,Cash,38,3.4,3,#NAME?,Jul,Thu,0,7/11/2024
7/4/2024,1:18:00 AM,CNR8642502474,Canceled by Driver,CID252880,Prime Sedan,Hebbal,Koramangala,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,130,NULL,0,0,0,#NAME?,Jul,Thu,1,7/4/2024
7/4/2024,1:30:00 PM,CNR9405769135,Success,CID841846,eBike,Peenya,Padmanabhanagar,168,115,NULL,NULL,No,NULL,517,Cash,14,3.6,5,#NAME?,Jul,Thu,0,7/4/2024
7/27/2024,10:55:00 PM,CNR2179333461,Success,CID159326,Bike,Nagarbhavi,Vijayanagar,147,90,NULL,NULL,No,NULL,332,UPI,31,4.4,4,#NAME?,Jul,Sat,0,7/27/2024
7/1/2024,5:11:00 PM,CNR7446430391,Success,CID220370,eBike,Mysore Road,Marathahalli,224,45,NULL,NULL,No,NULL,496,Cash,40,4.4,3,#NAME?,Jul,Mon,0,7/1/2024
7/28/2024,11:40:00 PM,CNR2050487810,Canceled by Driver,CID376747,Prime SUV,Kengeri,Mysore Road,NULL,NULL,NULL,Customer related issue,NULL,NULL,145,NULL,0,0,0,#NAME?,Jul,Sun,1,7/28/2024
7/7/2024,11:54:00 AM,CNR9970948492,Success,CID758267,Prime Sedan,Kammanahalli,Sahakar Nagar,112,100,NULL,NULL,No,NULL,229,Cash,7,3,5,#NAME?,Jul,Sun,0,7/7/2024
7/8/2024,4:01:00 PM,CNR3011053515,Canceled by Driver,CID131209,Bike,Rajajinagar,JP Nagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,470,NULL,0,0,0,#NAME?,Jul,Mon,1,7/8/2024
7/29/2024,5:16:00 AM,CNR4591666574,Success,CID229257,eBike,Ulsoor,Kengeri,196,115,NULL,NULL,No,NULL,278,UPI,48,3.5,4,#NAME?,Jul,Mon,0,7/29/2024
7/28/2024,7:15:00 AM,CNR1610148184,Success,CID131708,Mini,Sahakar Nagar,Kammanahalli,49,50,NULL,NULL,No,NULL,790,UPI,16,3.5,3,#NAME?,Jul,Sun,0,7/28/2024
7/16/2024,3:48:00 AM,CNR4526799105,Driver Not Found,CID880836,Prime SUV,Cox Town,Rajajinagar,NULL,NULL,NULL,NULL,NULL,NULL,941,NULL,0,0,0,#NAME?,Jul,Tue,1,7/16/2024
7/7/2024,2:33:00 PM,CNR7697944209,Driver Not Found,CID199182,Auto,Jayanagar,Shivajinagar,NULL,NULL,NULL,NULL,NULL,NULL,2801,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/19/2024,5:53:00 PM,CNR7154043084,Success,CID391013,Auto,Marathahalli,Indiranagar,140,115,NULL,NULL,Yes,Customer Demand,525,UPI,11,3,4,#NAME?,Jul,Fri,0,7/19/2024
7/20/2024,8:07:00 PM,CNR9283642129,Canceled by Driver,CID276282,Prime SUV,RT Nagar,RT Nagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,433,NULL,0,0,0,#NAME?,Jul,Sat,1,7/20/2024
7/21/2024,1:56:00 PM,CNR4676896526,Canceled by Driver,CID494856,Auto,Varthur,Marathahalli,NULL,NULL,NULL,Customer related issue,NULL,NULL,376,NULL,0,0,0,#NAME?,Jul,Sun,1,7/21/2024
7/14/2024,8:29:00 PM,CNR1615053684,Success,CID180831,Mini,KR Puram,Ulsoor,252,140,NULL,NULL,No,NULL,346,Cash,13,3.7,4,#NAME?,Jul,Sun,0,7/14/2024
7/2/2024,4:06:00 PM,CNR7734380067,Canceled by Driver,CID853726,Prime SUV,Koramangala,JP Nagar,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,260,NULL,0,0,0,#NAME?,Jul,Tue,1,7/2/2024
7/19/2024,8:42:00 PM,CNR4851775364,Success,CID438573,Bike,Jayanagar,Chickpet,91,50,NULL,NULL,No,NULL,213,Cash,14,4,4,#NAME?,Jul,Fri,0,7/19/2024
7/17/2024,3:07:00 PM,CNR7896256729,Success,CID279281,Mini,Banashankari,Kengeri,210,145,NULL,NULL,No,NULL,286,Cash,13,4.2,4,#NAME?,Jul,Wed,0,7/17/2024
7/2/2024,7:25:00 PM,CNR7042244136,Success,CID998521,Prime Plus,Marathahalli,Sahakar Nagar,126,30,NULL,NULL,No,NULL,156,Cash,25,3.7,3,#NAME?,Jul,Tue,0,7/2/2024
7/6/2024,7:59:00 AM,CNR7908519469,Success,CID357963,eBike,Nagarbhavi,KR Puram,301,75,NULL,NULL,No,NULL,757,Credit Card,30,3.2,5,#NAME?,Jul,Sat,0,7/6/2024
7/11/2024,4:46:00 AM,CNR1121889731,Success,CID208336,Prime Sedan,Devanahalli,Mysore Road,301,60,NULL,NULL,No,NULL,390,Cash,42,4.8,4,#NAME?,Jul,Thu,0,7/11/2024
7/18/2024,3:01:00 PM,CNR3193710797,Success,CID467902,Prime Sedan,Padmanabhanagar,Richmond Town,161,120,NULL,NULL,Yes,Other Issue,976,UPI,27,4.3,4,#NAME?,Jul,Thu,0,7/18/2024
7/8/2024,3:32:00 AM,CNR9772059065,Success,CID811485,Bike,Shantinagar,Rajajinagar,210,35,NULL,NULL,No,NULL,683,Cash,14,4.7,3,#NAME?,Jul,Mon,0,7/8/2024
7/29/2024,9:12:00 PM,CNR6820098709,Canceled by Driver,CID678710,eBike,Sahakar Nagar,Mysore Road,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,329,NULL,0,0,0,#NAME?,Jul,Mon,1,7/29/2024
7/24/2024,3:36:00 PM,CNR9590135968,Success,CID652106,eBike,Yeshwanthpur,Tumkur Road,105,60,NULL,NULL,No,NULL,999,UPI,43,4.6,4,#NAME?,Jul,Wed,0,7/24/2024
7/8/2024,6:08:00 PM,CNR4053893416,Success,CID708547,Auto,Vijayanagar,Rajarajeshwari Nagar,259,30,NULL,NULL,No,NULL,283,UPI,7,3.4,3,#NAME?,Jul,Mon,0,7/8/2024
7/18/2024,3:06:00 PM,CNR5706980210,Success,CID228167,eBike,Malleshwaram,Indiranagar,168,120,NULL,NULL,No,NULL,463,Cash,15,4.4,4,#NAME?,Jul,Thu,0,7/18/2024
7/16/2024,3:17:00 PM,CNR8545338624,Success,CID691224,Auto,Electronic City,JP Nagar,140,145,NULL,NULL,No,NULL,353,UPI,7,4.7,5,#NAME?,Jul,Tue,0,7/16/2024
7/2/2024,12:04:00 AM,CNR6792235623,Driver Not Found,CID439520,Prime Sedan,Devanahalli,JP Nagar,NULL,NULL,NULL,NULL,NULL,NULL,495,NULL,0,0,0,#NAME?,Jul,Tue,1,7/2/2024
7/12/2024,1:28:00 PM,CNR3347159067,Success,CID823164,Auto,Varthur,Kengeri,133,135,NULL,NULL,No,NULL,292,UPI,16,4.6,4,#NAME?,Jul,Fri,0,7/12/2024
7/6/2024,3:29:00 PM,CNR2200769825,Success,CID637025,Prime Plus,Mysore Road,Malleshwaram,210,25,NULL,NULL,No,NULL,448,UPI,15,3.2,5,#NAME?,Jul,Sat,0,7/6/2024
7/30/2024,2:25:00 PM,CNR8037382031,Canceled by Customer,CID440310,Prime SUV,Indiranagar,Hosur Road,NULL,NULL,AC is Not working,NULL,NULL,NULL,103,NULL,0,0,0,#NAME?,Jul,Tue,1,7/30/2024
7/14/2024,2:37:00 AM,CNR8476582596,Canceled by Driver,CID687136,Auto,Richmond Town,Electronic City,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,186,NULL,0,0,0,#NAME?,Jul,Sun,1,7/14/2024
7/2/2024,6:30:00 AM,CNR7073850950,Success,CID880026,Auto,Vijayanagar,Langford Town,301,105,NULL,NULL,Yes,Customer Demand,110,Cash,3,3.7,4,#NAME?,Jul,Tue,0,7/2/2024
7/10/2024,6:50:00 PM,CNR6613464835,Canceled by Customer,CID489613,Mini,Whitefield,Vijayanagar,NULL,NULL,Change of plans,NULL,NULL,NULL,173,NULL,0,0,0,#NAME?,Jul,Wed,1,7/10/2024
7/28/2024,9:40:00 AM,CNR7956960667,Success,CID407740,Prime Plus,Nagarbhavi,Shivajinagar,210,105,NULL,NULL,No,NULL,512,Cash,14,4.9,5,#NAME?,Jul,Sun,0,7/28/2024
7/26/2024,6:46:00 PM,CNR3469722999,Driver Not Found,CID822937,Prime SUV,Jayanagar,Peenya,NULL,NULL,NULL,NULL,NULL,NULL,2005,NULL,0,0,0,#NAME?,Jul,Fri,1,7/26/2024
7/20/2024,8:46:00 AM,CNR9952584604,Success,CID184856,Bike,Hosur Road,Hennur,224,65,NULL,NULL,Yes,Customer Demand,238,Cash,18,4.7,5,#NAME?,Jul,Sat,0,7/20/2024
7/27/2024,6:23:00 PM,CNR5433575259,Success,CID763377,Prime Sedan,Indiranagar,Langford Town,189,135,NULL,NULL,Yes,Vehicle Breakdown,1921,UPI,40,3.3,4,#NAME?,Jul,Sat,0,7/27/2024
7/20/2024,5:13:00 AM,CNR3797151024,Driver Not Found,CID106150,Mini,KR Puram,Banashankari,NULL,NULL,NULL,NULL,NULL,NULL,296,NULL,0,0,0,#NAME?,Jul,Sat,1,7/20/2024
7/9/2024,9:36:00 AM,CNR1888228418,Success,CID913584,eBike,Kadugodi,Varthur,273,110,NULL,NULL,No,NULL,499,Cash,14,4.8,4,#NAME?,Jul,Tue,0,7/9/2024
7/23/2024,12:03:00 PM,CNR6094620721,Success,CID195370,Prime Plus,JP Nagar,Mysore Road,238,25,NULL,NULL,No,NULL,525,Cash,22,4.3,4,#NAME?,Jul,Tue,0,7/23/2024
7/30/2024,6:56:00 AM,CNR2029679396,Success,CID825106,Prime Plus,Peenya,Frazer Town,105,30,NULL,NULL,No,NULL,308,Cash,13,4.7,3,#NAME?,Jul,Tue,0,7/30/2024
7/5/2024,7:11:00 AM,CNR5108136862,Canceled by Customer,CID869726,Prime SUV,Chickpet,JP Nagar,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,118,NULL,0,0,0,#NAME?,Jul,Fri,1,7/5/2024
7/30/2024,3:14:00 PM,CNR9998375791,Success,CID173858,Mini,Hosur Road,Yeshwanthpur,203,90,NULL,NULL,No,NULL,164,UPI,33,3.6,4,#NAME?,Jul,Tue,0,7/30/2024
7/30/2024,10:26:00 AM,CNR7197746515,Canceled by Driver,CID911238,Mini,Banashankari,HSR Layout,NULL,NULL,NULL,Customer related issue,NULL,NULL,228,NULL,0,0,0,#NAME?,Jul,Tue,1,7/30/2024
7/27/2024,11:45:00 AM,CNR3914143185,Canceled by Customer,CID656359,Bike,Kadugodi,Chickpet,NULL,NULL,Change of plans,NULL,NULL,NULL,326,NULL,0,0,0,#NAME?,Jul,Sat,1,7/27/2024
7/28/2024,7:49:00 AM,CNR4970390019,Driver Not Found,CID656067,Bike,MG Road,Sahakar Nagar,NULL,NULL,NULL,NULL,NULL,NULL,849,NULL,0,0,0,#NAME?,Jul,Sun,1,7/28/2024
7/4/2024,6:05:00 AM,CNR4643101961,Success,CID843965,Prime Sedan,RT Nagar,Basavanagudi,308,110,NULL,NULL,No,NULL,678,Cash,32,4.6,4,#NAME?,Jul,Thu,0,7/4/2024
7/4/2024,10:42:00 PM,CNR9462510170,Canceled by Customer,CID517686,Prime Plus,Mysore Road,Ulsoor,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,431,NULL,0,0,0,#NAME?,Jul,Thu,1,7/4/2024
7/4/2024,2:29:00 AM,CNR3791458762,Success,CID253766,Prime Sedan,Malleshwaram,Marathahalli,280,80,NULL,NULL,No,NULL,235,UPI,13,4,4,#NAME?,Jul,Thu,0,7/4/2024
7/20/2024,3:11:00 PM,CNR6755458210,Success,CID762854,Mini,Magadi Road,Richmond Town,119,110,NULL,NULL,No,NULL,223,Cash,3,5,5,#NAME?,Jul,Sat,0,7/20/2024
7/14/2024,10:17:00 PM,CNR6729349884,Success,CID901336,Prime SUV,Bellandur,Kadugodi,49,95,NULL,NULL,No,NULL,445,Cash,48,3.2,5,#NAME?,Jul,Sun,0,7/14/2024
7/13/2024,9:16:00 PM,CNR3435305950,Success,CID780659,Prime Sedan,Hulimavu,Chamarajpet,98,125,NULL,NULL,No,NULL,601,UPI,22,3.7,3,#NAME?,Jul,Sat,0,7/13/2024
7/17/2024,8:43:00 AM,CNR2586365783,Canceled by Driver,CID105655,eBike,Chamarajpet,Electronic City,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,198,NULL,0,0,0,#NAME?,Jul,Wed,1,7/17/2024
7/19/2024,11:17:00 PM,CNR3475649716,Canceled by Driver,CID154151,Prime Sedan,JP Nagar,Hosur Road,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,358,NULL,0,0,0,#NAME?,Jul,Fri,1,7/19/2024
7/7/2024,4:50:00 PM,CNR1463816868,Success,CID517719,Prime SUV,HSR Layout,Hulimavu,189,80,NULL,NULL,No,NULL,492,Cash,6,4.5,4,#NAME?,Jul,Sun,0,7/7/2024
7/9/2024,2:29:00 AM,CNR1412682969,Success,CID763740,Prime SUV,Electronic City,Vijayanagar,231,60,NULL,NULL,No,NULL,280,UPI,31,4.1,5,#NAME?,Jul,Tue,0,7/9/2024
7/7/2024,2:53:00 AM,CNR5341551432,Canceled by Customer,CID506435,Mini,Hebbal,Koramangala,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,233,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/11/2024,7:20:00 PM,CNR5793610952,Success,CID490677,Bike,KR Puram,JP Nagar,56,130,NULL,NULL,No,NULL,984,Credit Card,24,3.9,4,#NAME?,Jul,Thu,0,7/11/2024
